Product ID,Title,SKU,MRP,Price
315575,TCL C6K 139.7 cm (55 inch) QD-Mini LED 4K Ultra HD Smart Google TV with Google Voice Assistant (2025 model),55 inch,"MRP: ₹107,990.00","₹44,990.00"
