URL,Product ID,Title,SKU,MRP,Price
https://www.croma.com/lg-592-litres-1-star-frost-free-double-door-refrigerator-with-smart-inverter-compressor-gr-h812hlhm-platinum-silver-/p/270498?srsltid=AfmBOor3ypwN33L2XPbVQsQQr0HzmsFpyj7YwAEgMffkeUKDfTDp3F3m,270498,"LG 592 Litres 1 Star Frost Free Double Door Refrigerator with Smart Inverter Compressor (GR-H812HLHM, Platinum Silver)","GR-H812HLHM, Platinum Silver",103999.0,82990.0
https://www.croma.com/lg-650-litres-3-star-frost-free-side-by-side-refrigerator-with-door-cooling-plus-technology-glb257epz3-shiny-steel-/p/301634?srsltid=AfmBOooAh1GDx_KL9KS2SlQmDgqi7OuUu8QZoyf7wtcr-ZGMm09l9uO0,301634,"LG 650 Litres 3 Star Frost Free Side by Side Refrigerator with Door Cooling Plus Technology (GLB257EPZ3, Shiny Steel)","GLB257EPZ3, Shiny Steel",129899.0,101980.0
https://www.croma.com/lg-8-kg-5-star-inverter-fully-automatic-top-load-washing-machine-t80ajmb1z-abmqeil-stainless-steel-tub-middle-black-/p/273054?srsltid=AfmBOooyf_qn7xsFifb9Fhomb1ntHvx_2QAZXj3qeuHQWLLPKhZ_hm2d,273054,"LG 8 kg 5 Star Inverter Fully Automatic Top Load Washing Machine (T80AJMB1Z.ABMQEIL, Stainless Steel Tub, Middle Black)","T80AJMB1Z.ABMQEIL, Stainless Steel Tub, Middle Black",31490.0,23190.0
https://www.croma.com/lg-8-kg-5-star-wi-fi-inverter-fully-automatic-front-load-washing-machine-fhb1208z4p-smart-diagnosis-platinum-silver-/p/310973?srsltid=AfmBOopOv5_xj4zaiFEmhHrtRHd4kcRvpyj3l1vH4NEFNk9dxv6RkzMQ,310973,"LG 8 kg 5 Star Wi-Fi Inverter Fully Automatic Front Load Washing Machine (FHB1208Z4P, Smart Diagnosis, Platinum Silver)","FHB1208Z4P, Smart Diagnosis, Platinum Silver",51490.0,46490.0
