URL
https://www.croma.com/lg-592-litres-1-star-frost-free-double-door-refrigerator-with-smart-inverter-compressor-gr-h812hlhm-platinum-silver-/p/270498?srsltid=AfmBOor3ypwN33L2XPbVQsQQr0HzmsFpyj7YwAEgMffkeUKDfTDp3F3m
https://www.croma.com/lg-650-litres-3-star-frost-free-side-by-side-refrigerator-with-door-cooling-plus-technology-glb257epz3-shiny-steel-/p/301634?srsltid=AfmBOooAh1GDx_KL9KS2SlQmDgqi7OuUu8QZoyf7wtcr-ZGMm09l9uO0
https://www.croma.com/lg-8-kg-5-star-inverter-fully-automatic-top-load-washing-machine-t80ajmb1z-abmqeil-stainless-steel-tub-middle-black-/p/273054?srsltid=AfmBOooyf_qn7xsFifb9Fhomb1ntHvx_2QAZXj3qeuHQWLLPKhZ_hm2d
https://www.croma.com/lg-8-kg-5-star-wi-fi-inverter-fully-automatic-front-load-washing-machine-fhb1208z4p-smart-diagnosis-platinum-silver-/p/310973?srsltid=AfmBOopOv5_xj4zaiFEmhHrtRHd4kcRvpyj3l1vH4NEFNk9dxv6RkzMQ
